Index,Sentence,New_Tokens,True_Label,Predicted_Label,True_Targets,Predicted_Targets,True_Words,Predicted_Words
661,because europe so wanted to love the arabs and fuck israel remember you all got your wish,"### Classification:
 hate speech 

### Target Communities:
 Arab 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Arab through words 'fuck israel'.",2,0,['Arab'],['Arab'],"['love the arabs', 'fuck']",['fuck israel']
662,my spirit just will not let me beef over a nigga,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
663,i ’ ve never watch it from the looks of the preview it looks retarded asf,"### Classification:
 offensive 

### Target Communities:
 None 

### Explanation:
 this sentence is offensive because it contains insult and negative expression through words 'retarded'.",1,2,['None'],['none'],[],['retarded']
664,<user> <user> lol i would love as a new immigrant or refugee to come to new zealand and collect my new home food water electric for free sounds like a lovely retirement lol,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
665,if this bitch e mail me one more time,"### Classification:
 offensive 

### Target Communities:
 Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Women through words 'bitch'.",2,2,['Women'],['Women'],['bitch'],['bitch']
666,mlk really was a fraud who plagiarized his phd constantly cheated on his wife while lecturing america on morals and routinely banged high school girls as a married reverend in his 3 0 also malcom x really was a gay prostitute,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'gay prostitute'.",0,0,"['Homosexual', 'African']",['African'],"['banged high school girls', 'gay prostitute']",['gay prostitute']
667,been networking with a lot of black and hispanic women,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
668,speakfreely gabfam news i am sorry but someone needs to bitch slap jillstein and then bitch slap everyone or the one who has donated to her cause we the people have a president and it is trump presidenttump,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Women'],['none'],['bitch slap everyone'],[]
669,my dads bitch thinks she scares us because she white trailer trash ha she forgets we grew up in the south side of laredo 😂,"### Classification:
 offensive 

### Target Communities:
 Caucasian 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Caucasian through words 'white trailer trash'.",0,2,"['Other', 'Women', 'Caucasian']",['Caucasian'],"['bitch', 'white trailer trash']",['white trailer trash']
670,keys open doors well nigga bells get you keys,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
671,this the toughest bitch in the world bruh hey how so retarded,"### Classification:
 offensive 

### Target Communities:
 None 

### Explanation:
 this sentence is offensive because it contains insult and negative expression through words 'retarded'.",1,2,['Women'],['none'],[],['retarded']
672,that was just a photo look up rhyan moody she was killed on thanksgiving by an illegal spic,"### Classification:
 hate speech 

### Target Communities:
 Hispanic 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Hispanic through words 'illegal spic'.",2,0,['Hispanic'],['Hispanic'],['illegal spic'],['illegal spic']
673,<user> fix your game stupid retarded bitches,"### Classification:
 offensive 

### Target Communities:
 Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Women through words 'retarded bitches'.",2,2,['None'],['Women'],['retarded bitches'],['retarded bitches']
674,<user> gay as in not replicating heteronormativity but queer as in not getting fixated or worrying abt stuff that still retains elements of that which we attempt to eschew,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
675,<user> uk is an islamic state are brits going to take their country back,"### Classification:
 normal 

### Target Communities:
 Islam 

### Explanation:
 None",0,1,['Islam'],['Islam'],['islamic'],[]
676,you all hoes get drunk and just start being friendly with anybody like girl back up before i take your bottle then bat you down,"### Classification:
 offensive 

### Target Communities:
 Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Women through words 'hoes'.",2,2,['Women'],['Women'],['hoes'],['hoes']
677,traddad realizing that white women are corrupted is important knowing they are the only route to a white population is the next step figuring out how to un whore them and rebuild patriarchy is the result of these realizations if you are not considering this you are too nihilist for our movement,"### Classification:
 offensive 

### Target Communities:
 Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Women through words 'un whore'.",0,2,"['Women', 'Caucasian']",['Women'],"['realizing that white women are corrupted is important', 'figuring out how to un whore them and rebuild patriarchy is the result of these realizations']",['un whore']
678,that fine but there are a lot of refugees on gab who do care about race cuz internet duopolists want to thoughtpolice racial nationalism among other wrongthoughts they want erased from our minds even if you do not care about race but care about free speech conscience you should stand with us,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['None'],['none'],['racial'],[]
679,the redskins is trending is there us teams also called the niggers spics kikes bitches or faggots asking for a friend,"### Classification:
 hate speech 

### Target Communities:
 African, Hispanic, Jewish, Women, Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African, Hispanic, Jewish, Women and Homosexual through words 'niggers spics kikes bitches' and 'faggots'.",0,0,"['Homosexual', 'African', 'Hispanic', 'Jewish', 'Women']","['African', 'Hispanic', 'Jewish', 'Women', 'Homosexual']",['niggers spics kikes bitches or faggots'],"['niggers spics kikes bitches', 'faggots']"
680,i am wondering why asian people are not offended that they are describing middle eastern goat fucking muslimes as asians in the uk,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'middle eastern goat fucking muslimes'.",0,0,['Islam'],['Islam'],['goat fucking muslimes as asians'],['middle eastern goat fucking muslimes']
